Name;ISIN;Symbol;Market;Currency;"Open Price";"High Price";"low Price";"last Price";"last Trade MIC Time";"Time Zone";Volume;Turnover;"Closing Price";"Closing Price DateTime"
NACON;FR0013482791;NACON;"Euronext Paris";EUR;2.19;2.21;2.16;2.18;"06/04/2023 17:35";CET;24393;53338.88;-;-
"NAI ORD SHARES";NL0015000CG2;NAI;"Euronext Amsterdam";EUR;9.50;9.50;9.50;9.50;"06/04/2023 17:00";CET;1000;9500.00;-;-
"NAI TREAS SHARES";NL0015000CF4;NAITR;"Euronext Amsterdam";EUR;-;-;-;-;-;CET;-;-;-;-
"NAI WARRANTS";NL0015000CH0;NAIW;"Euronext Amsterdam";EUR;0.2036;0.2036;0.2036;0.2036;"17/09/2021 15:11";CET;5500;1119.80;-;-
NAMR;FR0014003J32;ALNMR;"Euronext Growth Paris";EUR;2.50;2.54;2.41;2.41;"06/04/2023 17:15";CET;3891;9783.30;-;-
NANOBIOTIX;FR0011341205;NANO;"Euronext Paris";EUR;3.25;3.435;3.25;3.40;"06/04/2023 17:35";CET;60422;203589.43;-;-
NAPATECH;DK0060520450;NAPA;"Oslo Børs";NOK;9.88;10.10;9.60;10.10;"05/04/2023 13:05";CET;51834;511116.96;-;-
NAVAMEDIC;NO0010205966;NAVA;"Oslo Børs";NOK;40.80;40.80;40.80;40.80;"05/04/2023 12:34";CET;798;32558.40;-;-
NAVYA;FR0013018041;NAVYA;"Euronext Paris";EUR;0.03;0.0309;0.0295;0.03;"24/01/2023 17:35";CET;3087359;92659.57;-;-
NEDAP;NL0000371243;NEDAP;"Euronext Amsterdam";EUR;59.00;59.80;58.00;59.80;"06/04/2023 17:35";CET;12676;749279.40;-;-
NEKKAR;NO0003049405;NKR;"Oslo Børs";NOK;6.26;6.41;6.26;6.33;"05/04/2023 13:05";CET;6746;42675.29;-;-
NEL;NO0010081235;NEL;"Oslo Børs";NOK;13.50;13.65;13.31;13.33;"05/04/2023 13:06";CET;3037966;40663926.72;-;-
"NEOCOM MULTIMEDIA";FR0004157543;MLNEO;"Euronext Access Paris";EUR;0.35;0.35;0.35;0.35;"04/04/2023 16:30";CET;1706;597.10;-;-
NEODECORTECH;IT0005275778;NDT;"Euronext Milan";EUR;3.39;3.39;3.39;3.39;"06/04/2023 09:00";CET;141;477.99;-;-
NEOEN;FR0011675362;NEOEN;"Euronext Paris";EUR;28.76;29.14;28.60;28.70;"06/04/2023 17:35";CET;154706;4453660.62;-;-
NEOLIFE;FR0011636083;ALNLF;"Euronext Growth Paris";EUR;0.0587;0.0602;0.0515;0.0588;"06/04/2023 17:35";CET;1619403;93210.56;-;-
NEOSPERIENCE;IT0005497018;NSP;"Euronext Growth Milan";EUR;2.00;2.05;1.975;2.05;"06/04/2023 16:39";CET;87000;174755.00;-;-
NEOVACS;FR00140077X1;ALNEV;"Euronext Growth Paris";EUR;0.0004;0.0004;0.0003;0.0004;"06/04/2023 17:35";CET;12141219;4506.38;-;-
"NEPI ROCKCASTLE";NL0015000RT3;NRP;"Euronext Amsterdam";EUR;5.50;5.50;5.00;5.50;"06/04/2023 10:50";CET;535;2925.00;-;-
"NET INSURANCE";IT0003324024;NET;"Euronext Milan";EUR;9.40;9.44;9.36;9.44;"06/04/2023 17:35";CET;8202;77217.96;-;-
NETFLIX;US64110L1061;2NFLX;"Euronext After Hours Milan";EUR;308.95;308.95;308.95;308.95;"05/04/2023 18:00";CET;10;3089.50;-;-
NETFLIX;US64110L1061;1NFLX;BITGEM;EUR;310.60;313.35;307.30;308.05;"06/04/2023 17:35";CET;191;59014.00;-;-
NETGEM;FR0004154060;ALNTG;"Euronext Growth Paris";EUR;1.125;1.125;1.11;1.125;"06/04/2023 16:34";CET;2325;2598.43;-;-
"NETMEDIA GROUP";FR0000072993;ALNMG;"Euronext Growth Paris";EUR;0.0876;0.0895;0.0848;0.0894;"06/04/2023 17:25";CET;280163;24759.62;-;-
NETWEEK;IT0004819030;NTW;"Euronext Milan";EUR;0.041;0.041;0.0392;0.04;"06/04/2023 17:35";CET;160453;6511.56;-;-
NEUFCOUR-FIN.;BE0003680916;MLNEU;"Euronext Access Brussels";EUR;12.10;12.10;12.10;12.10;"20/02/2023 12:04";CET;35;423.50;-;-
NEURONES;FR0004050250;NRO;"Euronext Paris";EUR;38.70;38.75;38.05;38.50;"06/04/2023 17:35";CET;4210;162016.90;-;-
NEUROSOFT;GRS802003004;NRST;"Euronext Growth Milan";EUR;0.69;0.69;0.69;0.69;"06/04/2023 17:22";CET;2000;1380.00;-;-
"NEW SOURCES ENERGY";NL0009822014;NSE;"Euronext Amsterdam";EUR;0.059;0.059;0.059;0.059;"06/04/2023 16:30";CET;1000;59.00;-;-
"NEWLAT FOOD";IT0005385213;NWL;"Euronext Milan";EUR;5.26;5.77;5.20;5.74;"06/04/2023 17:39";CET;228688;1230395.34;-;-
NEWTREE;BE0003832491;NEWT;"Euronext Access Brussels";EUR;1.20;1.20;1.20;1.20;"22/03/2023 12:20";CET;523;627.60;-;-
NEXANS;FR0000044448;NEX;"Euronext Paris";EUR;83.00;83.25;81.25;81.60;"06/04/2023 17:35";CET;146840;11997849.10;-;-
NEXI;IT0005366767;NEXI;"Euronext Milan";EUR;7.20;7.356;7.198;7.356;"06/04/2023 17:35";CET;1512556;11027558.89;-;-
NEXITY;FR0010112524;NXI;"Euronext Paris";EUR;22.80;23.04;22.72;23.02;"06/04/2023 17:35";CET;96267;2212746.04;-;-
NEXPONOR-SICAFI;PTNEX0AM0002;ALNOR;"Euronext Growth Lisbon";EUR;0.41;0.41;0.41;0.41;"14/03/2023 16:30";BST;180;73.80;-;-
"NEXT BIOMETRICS GP";NO0010629108;NEXT;"Oslo Børs";NOK;4.21;4.21;4.20;4.20;"05/04/2023 13:05";CET;13973;58717.40;-;-
"NEXT RE";IT0005330516;NR;"Euronext Milan";EUR;3.56;3.56;3.46;3.46;"06/04/2023 17:19";CET;301;1041.56;-;-
NEXTEDIA;FR0004171346;ALNXT;"Euronext Growth Paris";EUR;0.698;0.71;0.68;0.71;"06/04/2023 17:35";CET;56851;39719.95;-;-
NEXTENSA;BE0003770840;NEXTA;"Euronext Brussels";EUR;41.05;44.05;41.05;43.35;"06/04/2023 17:35";CET;9839;423175.30;-;-
"NFL BIOSCIENCES";FR0014003XT0;ALNFL;"Euronext Growth Paris";EUR;2.72;2.82;2.70;2.81;"06/04/2023 17:35";CET;31325;87066.19;-;-
NFTY;FR0010457531;ALNFT;"Euronext Growth Paris";EUR;0.0005;0.0005;0.0004;0.0005;"08/11/2022 11:51";CET;5849000;2613.90;-;-
NHOA;FR0012650166;NHOA;"Euronext Paris";EUR;5.44;5.44;4.96;5.10;"06/04/2023 17:35";CET;38665;195966.19;-;-
NICOX;FR0013018124;COX;"Euronext Paris";EUR;0.595;0.595;0.583;0.593;"06/04/2023 17:35";CET;90902;53583.32;-;-
"NIDAROS SPAREBANK";NO0010733082;NISB;"Euronext Growth Oslo";NOK;110.00;114.00;110.00;114.00;"03/04/2023 12:15";CET;308;35108.00;-;-
NMC;BE0035966762;-;"Euronext Expert Market";EUR;2250.60;2250.60;2250.60;2250.60;"15/09/2015 11:30";CET;18;40510.80;-;-
"NN GROUP";NL0010773842;NN;"Euronext Amsterdam";EUR;33.63;34.23;33.62;34.11;"06/04/2023 17:35";CET;938412;31939632.88;-;-
NOBEL;BE0034574427;-;"Euronext Expert Market";EUR;45.00;45.00;45.00;45.00;"07/09/2021 11:30";CET;4000;180000.00;-;-
NOKIA;FI0009000681;NOKIA;"Euronext Paris";EUR;4.5135;4.55;4.493;4.4945;"06/04/2023 17:35";CET;52671;238049.28;-;-
"NOKIA CORPORATION";FI0009000681;2NOKI;"Euronext After Hours Milan";EUR;4.475;4.475;4.4365;4.4365;"10/03/2023 00:00";CET;1200;5335.50;-;-
"NOKIA CORPORATION";FI0009000681;1NOKIA;BITGEM;EUR;4.5445;4.5445;4.492;4.4995;"06/04/2023 16:22";CET;14183;63900.99;-;-
"NORAM DRILLING";NO0010360019;NORAM;"Euronext Growth Oslo";NOK;61.20;61.70;61.00;61.70;"05/04/2023 13:08";CET;18104;1109392.00;-;-
NORBIT;NO0010856511;NORBT;"Oslo Børs";NOK;39.90;40.00;39.20;39.20;"05/04/2023 10:54";CET;514;20433.50;-;-
NORCOD;NO0010892912;NCOD;"Euronext Growth Oslo";NOK;37.90;40.30;37.90;38.10;"05/04/2023 12:58";CET;3378;128131.90;-;-
"NORDHEALTH A-AKSJE";NO0011002651;NORDH;"Euronext Growth Oslo";NOK;22.60;22.60;22.60;22.60;"05/04/2023 10:47";CET;1799;40657.40;-;-
"NORDIC AQUA PART";DK0061414638;NOAP;"Euronext Growth Oslo";NOK;62.50;62.50;62.50;62.50;"04/04/2023 15:31";CET;720;45000.00;-;-
"NORDIC HALIBUT";NO0003058109;NOHAL;"Euronext Growth Oslo";NOK;24.40;24.40;24.40;24.40;"04/04/2023 15:09";CET;100;2440.00;-;-
"NORDIC MINING";NO0010317340;NOM;"Euronext Expand Oslo";NOK;0.611;0.612;0.605;0.607;"05/04/2023 13:08";CET;4932127;3000418.39;-;-
"NORDIC NANOVECTOR";NO0010597883;NANOV;"Oslo Børs";NOK;0.83;0.85;0.801;0.801;"05/04/2023 13:05";CET;356159;298123.92;-;-
"NORDIC SEMICONDUC";NO0003055501;NOD;"Oslo Børs";NOK;158.20;158.20;151.35;151.35;"05/04/2023 13:07";CET;410286;62802913.50;-;-
"NORDIC TECHNOLOGY";NO0011018434;NTG;"Euronext Growth Oslo";NOK;5.10;5.10;4.85;5.00;"31/03/2023 11:04";CET;6500;32400.00;-;-
"NORDIC UNMANNED";NO0010907090;NUMND;"Euronext Growth Oslo";NOK;4.00;4.185;3.83;3.995;"05/04/2023 12:56";CET;16108;64368.47;-;-
"NORSE ATLANTIC";NO0010946445;NORSE;"Euronext Growth Oslo";NOK;4.64;4.64;4.275;4.445;"05/04/2023 13:05";CET;63729;276851.36;-;-
"NORSK HYDRO";NO0005052605;NHY;"Oslo Børs";NOK;77.52;77.74;75.80;75.80;"05/04/2023 13:05";CET;2204369;167787123.48;-;-
"NORSK SOLAR";NO0010941925;NSOL;"Euronext Growth Oslo";NOK;2.73;2.89;2.73;2.81;"05/04/2023 12:46";CET;19260;54571.76;-;-
"NORSK TITANIUM";NO0010969108;NTI;"Euronext Growth Oslo";NOK;3.15;3.39;3.11;3.12;"05/04/2023 13:05";CET;115677;365759.59;-;-
"NORSKE SKOG";NO0010861115;NSKOG;"Oslo Børs";NOK;58.60;58.70;57.90;57.90;"05/04/2023 13:05";CET;304963;17769801.20;-;-
NORTEL;NO0010900087;NTEL;"Euronext Growth Oslo";NOK;29.00;30.80;29.00;30.00;"04/04/2023 10:39";CET;5100;155159.60;-;-
"NORTH ENERGY";NO0010550056;NORTH;"Euronext Expand Oslo";NOK;2.20;2.20;2.19;2.19;"05/04/2023 09:10";CET;53;116.38;-;-
"NORTHERN DRILLING";BMG6624L1090;NODL;"Oslo Børs";NOK;31.30;31.40;31.30;31.30;"05/04/2023 12:59";CET;7506;235397.10;-;-
"NORTHERN OCEAN LTD";BMG6682J1036;NOL;"Oslo Børs";NOK;11.94;11.94;11.56;11.56;"05/04/2023 13:05";CET;40773;478570.50;-;-
"NORWEGIAN AIR SHUT";NO0010196140;NAS;"Oslo Børs";NOK;10.34;10.47;10.30;10.40;"05/04/2023 13:05";CET;912290;9472773.17;-;-
"NORWEGIAN BLOCK EX";NO0010984966;NBX;"Euronext Growth Oslo";NOK;1.79;1.79;1.65;1.67;"05/04/2023 13:05";CET;106858;178833.53;-;-
"NORWEGIAN ENERGY";NO0010379266;NOR;"Oslo Børs";NOK;373.00;374.00;368.00;374.00;"05/04/2023 13:05";CET;6271;2326949.00;-;-
"NOS, SGPS";PTZON0AM0006;NOS;"Euronext Lisbon";EUR;4.37;4.45;4.37;4.442;"06/04/2023 21:35";BST;643982;2846746.25;-;-
"NOTORIOUS PICTURES";IT0005025355;NPI;"Euronext Growth Milan";EUR;1.63;1.64;1.56;1.64;"06/04/2023 17:07";CET;10400;16744.00;-;-
NOVABASE,SGPS;PTNBA0AM0006;NBA;"Euronext Lisbon";EUR;4.76;4.80;4.76;4.80;"06/04/2023 21:24";BST;11991;57095.39;-;-
NOVACYT;FR0010397232;ALNOV;"Euronext Growth Paris";EUR;0.62;0.633;0.61;0.625;"06/04/2023 17:35";CET;77326;48170.01;-;-
"NOVATECH IND.";FR0000185464;MLNOV;"Euronext Access Paris";EUR;8.50;8.50;8.50;8.50;"22/03/2023 11:30";CET;63;535.50;-;-
NR21;FR0014001PV6;NR21;"Euronext Paris";EUR;91.00;91.00;91.00;91.00;"24/03/2023 14:56";CET;1;91.00;-;-
"NRC GROUP";NO0003679102;NRC;"Oslo Børs";NOK;11.50;11.56;11.32;11.46;"05/04/2023 13:05";CET;49288;562159.52;-;-
"NRJ GROUP";FR0000121691;NRG;"Euronext Paris";EUR;6.72;6.78;6.64;6.72;"06/04/2023 17:35";CET;5221;35001.54;-;-
"NSC GROUPE";FR0000064529;ALNSC;"Euronext Growth Paris";EUR;51.50;51.50;50.00;50.00;"04/04/2023 16:30";CET;15;756.00;-;-
NSE;FR0004065639;ALNSE;"Euronext Growth Paris";EUR;21.60;22.00;21.20;22.00;"06/04/2023 17:18";CET;279;6068.00;-;-
"NSI N.V.";NL0012365084;NSI;"Euronext Amsterdam";EUR;22.75;23.65;22.75;23.55;"06/04/2023 17:35";CET;23545;551241.70;-;-
NUSCO;IT0005453110;NUS;"Euronext Growth Milan";EUR;1.40;1.53;1.40;1.44;"05/04/2023 15:35";CET;93000;135750.00;-;-
"NVIDIA CORP";US67066G1040;2NVDA;"Euronext After Hours Milan";EUR;252.30;252.30;252.30;252.30;"03/04/2023 18:37";CET;100;25230.00;-;-
"NVIDIA CORP";US67066G1040;1NVDA;BITGEM;EUR;246.40;247.40;242.75;245.95;"06/04/2023 17:28";CET;920;225352.80;-;-
NVP;IT0005390783;NVP;"Euronext Growth Milan";EUR;3.60;3.60;3.60;3.60;"06/04/2023 17:35";CET;500;1800.00;-;-
"NX FILTRATION";NL0015000D50;NXFIL;"Euronext Amsterdam";EUR;11.00;11.10;10.90;11.10;"06/04/2023 17:35";CET;27825;306259.84;-;-
"NYKODE THERAPEUTIC";NO0010714785;NYKD;"Oslo Børs";NOK;23.40;23.72;22.62;23.58;"05/04/2023 13:08";CET;295535;6917651.74;-;-
NYRSTAR;BE0974294267;NYR;"Euronext Brussels";EUR;0.1275;0.128;0.1225;0.123;"06/04/2023 16:00";CET;35845;4517.75;-;-
NYXOAH;BE0974358906;NYXH;"Euronext Brussels";EUR;6.72;6.92;6.62;6.80;"06/04/2023 17:35";CET;9473;64127.92;-;-
"O SORBET D AMOUR";FR0013072741;MLOSA;"Euronext Access Paris";EUR;2.44;2.44;2.44;2.44;"27/03/2023 16:30";CET;50;122.00;-;-
OBER;FR0010330613;ALOBR;"Euronext Growth Paris";EUR;9.30;9.30;9.30;9.30;"06/04/2023 16:30";CET;142;1320.60;-;-
OBIZ;FR0014003711;ALBIZ;"Euronext Growth Paris";EUR;5.94;6.00;5.86;5.88;"06/04/2023 17:28";CET;3861;22966.54;-;-
"OBSERVE MEDICAL";NO0010865009;OBSRV;"Euronext Expand Oslo";NOK;1.438;1.488;1.42;1.478;"05/04/2023 12:05";CET;11646;16734.84;-;-
"OCCIDENTAL PETROL.";US6745991058;OCPET;"Traded not listed Brussels";USD;58.50;58.50;58.50;58.50;"24/06/2022 16:23";CET;1;58.50;-;-
"OCEAN GEOLOOP";NO0010914641;OCEAN;"Euronext Growth Oslo";NOK;20.00;20.70;20.00;20.20;"05/04/2023 13:08";CET;9350;189665.00;-;-
"OCEAN SUN";NO0010887565;OSUN;"Euronext Growth Oslo";NOK;6.24;6.58;6.24;6.58;"05/04/2023 13:05";CET;1022;6528.08;-;-
OCEANTEAM;NO0010317316;OTS;"Oslo Børs";NOK;1.315;1.49;1.315;1.375;"05/04/2023 12:56";CET;12238;17042.99;-;-
OCI;NL0010558797;OCI;"Euronext Amsterdam";EUR;29.65;30.11;29.57;29.93;"06/04/2023 17:36";CET;362506;10839891.30;-;-
"OCTOPUS BIOSAFETY";FR0013310281;MLOCT;"Euronext Access Paris";EUR;0.378;0.378;0.378;0.378;"06/04/2023 11:30";CET;100;37.80;-;-
"ODFJELL DRILLING";BMG671801022;ODL;"Oslo Børs";NOK;27.10;27.10;26.30;26.85;"05/04/2023 13:05";CET;206153;5499468.50;-;-
"ODFJELL SER. A";NO0003399909;ODF;"Oslo Børs";NOK;93.20;93.80;93.20;93.40;"05/04/2023 13:05";CET;2582;240980.20;-;-
"ODFJELL SER. B";NO0003399917;ODFB;"Oslo Børs";NOK;92.80;92.80;90.80;90.80;"05/04/2023 13:05";CET;413;37914.80;-;-
"ODFJELL TECHNOLOGY";BMG6716L1081;OTL;"Oslo Børs";NOK;51.90;52.40;50.80;51.20;"05/04/2023 13:05";CET;107281;5516559.40;-;-
OENEO;FR0000052680;SBT;"Euronext Paris";EUR;13.45;13.55;12.95;13.00;"06/04/2023 17:35";CET;13573;178063.45;-;-
"OFFICINA STELLARE";IT0005374035;OS;"Euronext Growth Milan";EUR;11.10;11.30;11.10;11.30;"06/04/2023 17:01";CET;1750;19700.00;-;-
"OK BUSINESS PROP.";ES0105698007;MLOKP;"Euronext Access Paris";EUR;12.00;12.00;12.00;12.00;"29/03/2023 00:00";CET;-;-;-;-
OKEA;NO0010816895;OKEA;"Oslo Børs";NOK;33.20;33.30;32.30;33.06;"05/04/2023 13:08";CET;422608;13801873.78;-;-
"OKEANIS ECO TANKER";MHY641771016;OET;"Oslo Børs";NOK;228.00;232.50;225.00;228.50;"05/04/2023 13:08";CET;65445;14891823.50;-;-
"OL GROUPE";FR0010428771;OLG;"Euronext Paris";EUR;2.94;2.94;2.91;2.94;"06/04/2023 17:35";CET;7597;22334.94;-;-
"OLAV THON EIENDOMS";NO0005638858;OLT;"Oslo Børs";NOK;173.00;173.00;173.00;173.00;"05/04/2023 13:05";CET;190;32870.00;-;-
"OLD ENGLAND";BE0034169251;-;"Euronext Expert Market";EUR;130.01;130.01;130.01;130.01;"01/12/2015 11:56";CET;33;4290.33;-;-
OLIDATA;IT0001350625;OLI;"Euronext Milan";EUR;0.39;0.408;0.366;0.366;"06/04/2023 17:35";CET;1070294;412016.91;-;-
"OLIMPO REAL ESTATE";PTOTP0AM0004;MLORE;"Euronext Access Lisbon";EUR;3.70;3.70;3.70;3.70;"30/03/2023 16:17";BST;2448;9057.60;-;-
OMER;IT0005453748;OMER;"Euronext Growth Milan";EUR;2.70;2.76;2.61;2.75;"06/04/2023 17:35";CET;6692;18112.51;-;-
OMER-DECUGIS&CIE;FR0014003T71;ALODC;"Euronext Growth Paris";EUR;3.59;3.60;3.55;3.55;"06/04/2023 17:21";CET;1273;4561.54;-;-
"ONCODESIGN PM";FR001400CM63;ALOPM;"Euronext Growth Paris";EUR;1.185;1.25;1.185;1.25;"06/04/2023 16:16";CET;4770;5821.09;-;-
ONLINEFORMAPRO;FR0004174712;MLONL;"Euronext Access Paris";EUR;2.64;2.64;2.64;2.64;"05/04/2023 13:10";CET;1500;3960.00;-;-
"ONTEX GROUP";BE0974276082;ONTEX;"Euronext Brussels";EUR;6.985;7.08;6.915;6.96;"06/04/2023 17:35";CET;177643;1240011.59;-;-
"ONWARD MEDICAL";NL0015000HT4;ONWD;"Euronext Brussels, Amsterdam";EUR;4.67;4.84;4.67;4.68;"06/04/2023 17:35";CET;729;3498.08;-;-
ONXEO;FR0010095596;ALONX;"Euronext Growth Paris";EUR;0.372;0.38;0.364;0.373;"06/04/2023 17:35";CET;250657;93624.74;-;-
OPENJOBMETIS;IT0003683528;OJM;"Euronext Milan";EUR;9.70;10.40;9.52;9.86;"06/04/2023 17:35";CET;8798;87447.93;-;-
OPTIMCO;BE0942448938;-;"Euronext Expert Market";EUR;71.00;71.00;71.00;71.00;"15/12/2020 11:30";CET;53;3763.00;-;-
ORANGE;FR0000133308;ORA;"Euronext Paris";EUR;11.30;11.544;11.26;11.46;"06/04/2023 17:38";CET;7630482;87424902.12;-;-
ORANGE;FR0000133308;1ORA;BITGEM;EUR;11.386;11.544;11.386;11.544;"06/04/2023 15:36";CET;716;8181.88;-;-
ORANGE;FR0000133308;2ORA;"Euronext After Hours Milan";EUR;10.50;10.50;10.50;10.50;"03/03/2023 00:00";CET;261;2740.50;-;-
"ORANGE BELGIUM";BE0003735496;OBEL;"Euronext Brussels";EUR;14.78;14.86;14.58;14.66;"06/04/2023 17:35";CET;7916;116327.02;-;-
ORAPI;FR0000075392;ORAP;"Euronext Paris";EUR;4.07;4.07;4.03;4.04;"06/04/2023 17:29";CET;276;1120.07;-;-
"ORBIS PROPERTIES";ES0105490009;MLORB;"Euronext Access Paris";EUR;13.60;13.60;13.60;13.60;"30/07/2020 00:00";CET;-;-;-;-
ORDINA;NL0000440584;ORDI;"Euronext Amsterdam";EUR;5.95;5.95;5.90;5.94;"06/04/2023 17:35";CET;1089700;6397247.80;-;-
ORDISSIMO;FR0013318052;ALORD;"Euronext Growth Paris";EUR;1.53;1.55;1.48;1.53;"06/04/2023 17:35";CET;10765;16171.20;-;-
OREGE;FR0010609206;OREGE;"Euronext Paris";EUR;0.36;0.363;0.356;0.356;"06/04/2023 15:36";CET;13484;4852.89;-;-
"ORIGIN ENT. PLC";IE00B1WV4493;OIZ;"Euronext Growth Dublin";EUR;4.035;4.045;3.965;3.97;"06/04/2023 21:00";IST;56555;225555.23;-;-
ORINOQUIA;ES0105534004;MLORQ;"Euronext Access Paris";EUR;1.25;1.25;1.25;1.25;"20/02/2023 11:30";CET;8400;10500.00;-;-
ORKLA;NO0003733800;ORK;"Oslo Børs";NOK;74.64;76.48;74.56;76.48;"05/04/2023 13:07";CET;853887;64961244.86;-;-
"ORMONDE MINING PLC";IE00BF0MZF04;ORQ1;"Euronext Growth Dublin";EUR;0.0075;0.0075;0.007;0.007;"06/02/2023 19:18";IST;7900;55.80;-;-
ORPEA;FR0000184798;ORP;"Euronext Paris";EUR;1.86;1.95;1.8575;1.924;"06/04/2023 17:35";CET;479875;914253.05;-;-
ORSERO;IT0005138703;ORS;"Euronext Milan";EUR;13.26;13.44;13.22;13.34;"06/04/2023 17:35";CET;8842;118097.02;-;-
"OSAI AUTOM SYSTEM";IT0005424830;OSA;"Euronext Growth Milan";EUR;3.00;3.00;2.96;2.96;"06/04/2023 17:35";CET;12904;38598.45;-;-
"OSE IMMUNO";FR0012127173;OSE;"Euronext Paris";EUR;4.995;5.02;4.95;5.02;"06/04/2023 17:07";CET;7597;37944.16;-;-
OSMOZIS;FR0013231180;ALOSM;"Euronext Growth Paris";EUR;10.80;11.00;10.60;11.00;"06/04/2023 17:22";CET;806;8695.40;-;-
"OTELLO CORPORATION";NO0010040611;OTEC;"Oslo Børs";NOK;7.66;7.66;7.66;7.66;"05/04/2023 13:05";CET;437;3347.42;-;-
OTOVO;NO0010809783;OTOVO;"Oslo Børs";NOK;12.50;12.68;12.20;12.54;"05/04/2023 13:05";CET;49435;614828.90;-;-
OVH;FR0014005HJ9;OVH;"Euronext Paris";EUR;10.74;11.03;10.74;10.88;"06/04/2023 17:35";CET;52195;568045.60;-;-
"OVOCA BIO PLC";IE00B4XVDC01;OVXA;"Euronext Growth Dublin";EUR;0.0605;0.0605;0.0605;0.0605;"20/03/2023 14:33";IST;41125;2079.875;-;-
OVS;IT0005043507;OVS;"Euronext Milan";EUR;2.468;2.484;2.45;2.472;"06/04/2023 17:35";CET;765803;1888519.20;-;-
OXURION;BE0003846632;OXUR;"Euronext Brussels";EUR;0.0108;0.0108;0.0102;0.0102;"06/04/2023 17:35";CET;2420130;25179.38;-;-
"OZ GROUP";BE0003860773;ICE;"Euronext Expert Market";EUR;0.068;0.068;0.068;0.068;"14/12/2021 11:30";CET;500;34.00;-;-
"PACTE NOVATION";FR0000077992;MLPAC;"Euronext Access Paris";EUR;8.80;8.80;8.80;8.80;"13/03/2023 11:30";CET;27;237.60;-;-
"PANORO ENERGY";NO0010564701;PEN;"Oslo Børs";NOK;27.82;27.84;27.36;27.46;"05/04/2023 13:05";CET;200171;5563749.28;-;-
PANTECH;BE0157892739;-;"Euronext Expert Market";EUR;4.38;4.38;4.38;4.38;"21/09/2021 11:30";CET;21;91.98;-;-
"PARAGON ID";FR0013318813;PID;"Euronext Paris";EUR;30.20;30.60;30.00;30.60;"06/04/2023 13:47";CET;36;1082.20;-;-
PAREF;FR0010263202;PAR;"Euronext Paris";EUR;61.00;61.00;59.50;60.50;"06/04/2023 14:04";CET;156;9358.50;-;-
"PARETO BANK";NO0010397581;PARB;"Oslo Børs";NOK;52.30;52.30;51.10;52.00;"05/04/2023 13:05";CET;11205;581077.50;-;-
PARROT;FR0004038263;PARRO;"Euronext Paris";EUR;4.34;4.34;4.18;4.18;"06/04/2023 17:35";CET;3435;14496.79;-;-
"PART.INDLES MINI.";FR0006823092;MLHOP;"Euronext Access Paris";EUR;17.20;17.20;17.20;17.20;"24/03/2023 16:30";CET;5;86.00;-;-
"PARX MATERIALS NV";NL0012650535;MLPRX;"Euronext Access Paris";EUR;0.45;0.45;0.45;0.45;"06/04/2023 16:30";CET;5111;2299.95;-;-
PASSAT;FR0000038465;PSAT;"Euronext Paris";EUR;4.16;4.24;4.10;4.10;"06/04/2023 16:54";CET;1950;8078.90;-;-
"PATIENTSKY GROUP";NO0010895667;PSKY;"Euronext Growth Oslo";NOK;2.40;2.45;2.40;2.45;"05/04/2023 13:05";CET;154532;377906.96;-;-
"PATRIMOINE ET COMM";FR0011027135;PAT;"Euronext Paris";EUR;18.00;18.10;17.95;18.10;"06/04/2023 17:27";CET;790;14235.90;-;-
PATRIS;PTPRS0AM0017;ALPTR;"Euronext Growth Lisbon";EUR;1.95242;1.95242;1.95242;1.95242;"20/05/2019 15:30";BST;460;900.00;-;-
PATTERN;IT0005378143;PTR;"Euronext Growth Milan";EUR;6.85;6.90;6.85;6.90;"05/04/2023 16:19";CET;108095;794380.85;-;-
"PAULIC MEUNERIE";FR0013479730;ALPAU;"Euronext Growth Paris";EUR;2.90;2.90;2.84;2.89;"06/04/2023 17:10";CET;1060;3051.07;-;-
"PAYTON PLANAR";IL0010830391;PAY;"Euronext Brussels";EUR;8.90;8.90;8.80;8.80;"06/04/2023 16:30";CET;575;5110.00;-;-
"PB FINANCE";BE0003640514;-;"Euronext Expert Market";EUR;0.12;0.12;0.12;0.12;"24/11/2015 11:30";CET;39981;4797.72;-;-
"PB HOLDING";NL0000336303;PBH;"Euronext Amsterdam";EUR;2.90;2.90;2.90;2.90;"06/04/2023 10:13";CET;3104;9001.60;-;-
PCAS;FR0000053514;PCA;"Euronext Paris";EUR;5.95;6.35;5.95;6.20;"05/04/2023 17:35";CET;315;1905.55;-;-
"PCI BIOTECH HOLD";NO0010405640;PCIB;"Oslo Børs";NOK;2.10;2.10;1.962;1.968;"05/04/2023 12:55";CET;26424;51979.29;-;-
"PEGASUS ORD SHARES";NL00150009D0;PACE;"Euronext Amsterdam";EUR;9.90;9.90;9.90;9.90;"05/04/2023 09:00";CET;66;653.40;-;-
"PEGASUS UNITS";NL00150009E8;PACEU;"Euronext Amsterdam";EUR;9.80;9.80;9.80;9.80;"06/04/2023 15:24";CET;4000;39200.00;-;-
"PEGASUS WARRANTS";NL00150009B4;PACEW;"Euronext Amsterdam";EUR;0.20;0.20;0.20;0.20;"19/07/2022 14:45";CET;20000;4000.00;-;-
PELTZER;BE0126745638;-;"Euronext Expert Market";EUR;-;-;-;-;-;CET;-;-;-;-
